file,index,orig_id,label,start,end,seq_len,k,energy_mfe,keys
000232.npz,232,000233_label0,0,0,300,300,6,-97.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000233.npz,233,000234_label0,0,0,300,300,6,-93.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000234.npz,234,000235_label0,0,0,300,300,6,-53.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000235.npz,235,000236_label0,0,0,300,300,6,-92.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000236.npz,236,000237_label0,0,0,300,300,6,-72.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000237.npz,237,000238_label0,0,0,300,300,6,-85.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000238.npz,238,000239_label0,0,0,300,300,6,-84.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000239.npz,239,000240_label0,0,0,300,300,6,-59.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000240.npz,240,000241_label0,0,0,300,300,6,-87.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000241.npz,241,000242_label0,0,0,300,300,6,-70.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000242.npz,242,000243_label0,0,0,300,300,6,-86.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000243.npz,243,000244_label0,0,0,300,300,6,-93.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000244.npz,244,000245_label0,0,0,300,300,6,-75.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000245.npz,245,000246_label0,0,0,300,300,6,-86.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000246.npz,246,000247_label0,0,0,300,300,6,-119.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000247.npz,247,000248_label0,0,0,300,300,6,-74.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000248.npz,248,000249_label0,0,0,300,300,6,-64.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000249.npz,249,000250_label0,0,0,300,300,6,-78.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000250.npz,250,000251_label0,0,0,300,300,6,-118.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000251.npz,251,000252_label0,0,0,300,300,6,-101.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000252.npz,252,000253_label0,0,0,300,300,6,-103.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000253.npz,253,000254_label0,0,0,300,300,6,-60.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000254.npz,254,000255_label0,0,0,300,300,6,-96.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000255.npz,255,000256_label0,0,0,300,300,6,-106.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000256.npz,256,000257_label0,0,0,300,300,6,-91.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000257.npz,257,000258_label0,0,0,300,300,6,-102.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000258.npz,258,000259_label0,0,0,300,300,6,-68.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000259.npz,259,000260_label0,0,0,300,300,6,-68.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000260.npz,260,000261_label0,0,0,300,300,6,-101.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000261.npz,261,000262_label0,0,0,300,300,6,-121.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000262.npz,262,000263_label0,0,0,300,300,6,-93.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000263.npz,263,000264_label0,0,0,300,300,6,-82.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000264.npz,264,000265_label0,0,0,300,300,6,-84.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000265.npz,265,000266_label0,0,0,300,300,6,-86.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000266.npz,266,000267_label0,0,0,300,300,6,-95.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000267.npz,267,000268_label0,0,0,300,300,6,-28.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000268.npz,268,000269_label0,0,0,300,300,6,-81.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000269.npz,269,000270_label0,0,0,300,300,6,-81.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000270.npz,270,000271_label0,0,0,300,300,6,-84.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000271.npz,271,000272_label0,0,0,300,300,6,-83.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000272.npz,272,000273_label0,0,0,300,300,6,-63.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000273.npz,273,000274_label0,0,0,300,300,6,-68.57,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000274.npz,274,000275_label0,0,0,300,300,6,-81.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000275.npz,275,000276_label0,0,0,300,300,6,-81.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000276.npz,276,000277_label0,0,0,300,300,6,-110.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000277.npz,277,000278_label0,0,0,300,300,6,-91.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000278.npz,278,000279_label0,0,0,300,300,6,-80.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000279.npz,279,000280_label0,0,0,300,300,6,-105.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000280.npz,280,000281_label0,0,0,300,300,6,-90.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000281.npz,281,000282_label0,0,0,300,300,6,-74.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000282.npz,282,000283_label0,0,0,300,300,6,-78.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000283.npz,283,000284_label0,0,0,300,300,6,-86.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000284.npz,284,000285_label0,0,0,300,300,6,-69.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000285.npz,285,000286_label0,0,0,300,300,6,-93.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000286.npz,286,000287_label0,0,0,300,300,6,-76.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000287.npz,287,000288_label0,0,0,300,300,6,-100.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000288.npz,288,000289_label0,0,0,300,300,6,-88.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000289.npz,289,000290_label0,0,0,300,300,6,-108.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000290.npz,290,000291_label0,0,0,300,300,6,-62.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000291.npz,291,000292_label0,0,0,300,300,6,-64.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000292.npz,292,000293_label0,0,0,300,300,6,-60.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000293.npz,293,000294_label0,0,0,300,300,6,-111.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000294.npz,294,000295_label0,0,0,300,300,6,-65.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000295.npz,295,000296_label0,0,0,300,300,6,-96.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000296.npz,296,000297_label0,0,0,300,300,6,-83.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000297.npz,297,000298_label0,0,0,300,300,6,-70.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000298.npz,298,000299_label0,0,0,300,300,6,-114.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000299.npz,299,000300_label0,0,0,300,300,6,-91.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000300.npz,300,000301_label0,0,0,300,300,6,-85.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000301.npz,301,000302_label0,0,0,300,300,6,-65.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000302.npz,302,000303_label0,0,0,300,300,6,-76.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000303.npz,303,000304_label0,0,0,300,300,6,-63.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000304.npz,304,000305_label0,0,0,300,300,6,-82.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000305.npz,305,000306_label0,0,0,300,300,6,-102.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000306.npz,306,000307_label0,0,0,300,300,6,-101.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000307.npz,307,000308_label0,0,0,300,300,6,-64.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000308.npz,308,000309_label0,0,0,300,300,6,-57.21,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000309.npz,309,000310_label0,0,0,300,300,6,-95.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000310.npz,310,000311_label0,0,0,300,300,6,-95.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000311.npz,311,000312_label0,0,0,300,300,6,-33.23,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000312.npz,312,000313_label0,0,0,300,300,6,-73.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000313.npz,313,000314_label0,0,0,300,300,6,-113.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000314.npz,314,000315_label0,0,0,300,300,6,-81.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000315.npz,315,000316_label0,0,0,300,300,6,-90.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000316.npz,316,000317_label0,0,0,300,300,6,-86.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000317.npz,317,000318_label0,0,0,300,300,6,-68.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000318.npz,318,000319_label0,0,0,300,300,6,-73.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000319.npz,319,000320_label0,0,0,300,300,6,-113.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000320.npz,320,000321_label0,0,0,300,300,6,-71.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000321.npz,321,000322_label0,0,0,300,300,6,-98.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000322.npz,322,000323_label0,0,0,300,300,6,-79.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000323.npz,323,000324_label0,0,0,300,300,6,-83.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000324.npz,324,000325_label0,0,0,300,300,6,-91.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000325.npz,325,000326_label0,0,0,300,300,6,-76.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000326.npz,326,000327_label0,0,0,300,300,6,-87.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000327.npz,327,000328_label0,0,0,300,300,6,-84.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000328.npz,328,000329_label0,0,0,300,300,6,-89.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000329.npz,329,000330_label0,0,0,300,300,6,-90.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000330.npz,330,000331_label0,0,0,300,300,6,-68.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000331.npz,331,000332_label0,0,0,300,300,6,-70.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000332.npz,332,000333_label0,0,0,300,300,6,-112.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000333.npz,333,000334_label0,0,0,300,300,6,-55.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000334.npz,334,000335_label0,0,0,300,300,6,-65.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000335.npz,335,000336_label0,0,0,300,300,6,-100.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000336.npz,336,000337_label0,0,0,300,300,6,-107.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000337.npz,337,000338_label0,0,0,300,300,6,-95.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000338.npz,338,000339_label0,0,0,300,300,6,-108.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000339.npz,339,000340_label0,0,0,300,300,6,-70.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000340.npz,340,000341_label0,0,0,300,300,6,-85.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000341.npz,341,000342_label0,0,0,300,300,6,-107.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000342.npz,342,000343_label0,0,0,300,300,6,-107.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000343.npz,343,000344_label0,0,0,300,300,6,-66.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000344.npz,344,000345_label0,0,0,300,300,6,-102.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000345.npz,345,000346_label0,0,0,300,300,6,-88.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000346.npz,346,000347_label0,0,0,300,300,6,-87.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000347.npz,347,000348_label0,0,0,300,300,6,-78.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000348.npz,348,000349_label0,0,0,300,300,6,-81.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000349.npz,349,000350_label0,0,0,300,300,6,-72.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000350.npz,350,000351_label0,0,0,300,300,6,-79.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000351.npz,351,000352_label0,0,0,300,300,6,-64.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000352.npz,352,000353_label0,0,0,300,300,6,-118.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000353.npz,353,000354_label0,0,0,300,300,6,-84.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000354.npz,354,000355_label0,0,0,300,300,6,-93.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000355.npz,355,000356_label0,0,0,300,300,6,-88.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000356.npz,356,000357_label0,0,0,300,300,6,-75.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000357.npz,357,000358_label0,0,0,300,300,6,-91.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000358.npz,358,000359_label0,0,0,300,300,6,-67.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000359.npz,359,000360_label0,0,0,300,300,6,-90.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000360.npz,360,000361_label0,0,0,300,300,6,-81.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000361.npz,361,000362_label0,0,0,300,300,6,-91.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000362.npz,362,000363_label0,0,0,300,300,6,-79.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000363.npz,363,000364_label0,0,0,300,300,6,-74.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000364.npz,364,000365_label0,0,0,300,300,6,-67.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000365.npz,365,000366_label0,0,0,300,300,6,-54.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000366.npz,366,000367_label0,0,0,300,300,6,-77.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000367.npz,367,000368_label0,0,0,300,300,6,-100.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000368.npz,368,000369_label0,0,0,300,300,6,-99.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000369.npz,369,000370_label0,0,0,300,300,6,-67.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000370.npz,370,000371_label0,0,0,300,300,6,-60.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000371.npz,371,000372_label0,0,0,300,300,6,-106.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000372.npz,372,000373_label0,0,0,300,300,6,-70.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000373.npz,373,000374_label0,0,0,300,300,6,-58.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000374.npz,374,000375_label0,0,0,300,300,6,-138.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000375.npz,375,000376_label0,0,0,300,300,6,-81.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000376.npz,376,000377_label0,0,0,300,300,6,-89.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000377.npz,377,000378_label0,0,0,300,300,6,-90.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000378.npz,378,000379_label0,0,0,300,300,6,-71.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000379.npz,379,000380_label0,0,0,300,300,6,-71.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000380.npz,380,000381_label0,0,0,300,300,6,-63.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000381.npz,381,000382_label0,0,0,300,300,6,-56.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000382.npz,382,000383_label0,0,0,300,300,6,-99.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000383.npz,383,000384_label0,0,0,300,300,6,-90.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000384.npz,384,000385_label0,0,0,300,300,6,-101.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000385.npz,385,000386_label0,0,0,300,300,6,-63.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000386.npz,386,000387_label0,0,0,300,300,6,-93.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000387.npz,387,000388_label0,0,0,300,300,6,-60.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000388.npz,388,000389_label0,0,0,300,300,6,-88.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000389.npz,389,000390_label0,0,0,300,300,6,-88.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000390.npz,390,000391_label0,0,0,300,300,6,-99.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000391.npz,391,000392_label0,0,0,300,300,6,-98.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000392.npz,392,000393_label0,0,0,300,300,6,-72.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000393.npz,393,000394_label0,0,0,300,300,6,-43.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000394.npz,394,000395_label0,0,0,300,300,6,-81.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000395.npz,395,000396_label0,0,0,300,300,6,-107.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000396.npz,396,000397_label0,0,0,300,300,6,-86.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000397.npz,397,000398_label0,0,0,300,300,6,-82.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000398.npz,398,000399_label0,0,0,300,300,6,-62.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000399.npz,399,000400_label0,0,0,300,300,6,-79.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000400.npz,400,000401_label0,0,0,300,300,6,-67.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000401.npz,401,000402_label0,0,0,300,300,6,-97.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000402.npz,402,000403_label0,0,0,300,300,6,-107.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000403.npz,403,000404_label0,0,0,300,300,6,-110.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000404.npz,404,000405_label0,0,0,300,300,6,-93.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000405.npz,405,000406_label0,0,0,300,300,6,-82.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000406.npz,406,000407_label0,0,0,300,300,6,-76.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000407.npz,407,000408_label0,0,0,300,300,6,-65.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000408.npz,408,000409_label0,0,0,300,300,6,-88.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000409.npz,409,000410_label0,0,0,300,300,6,-91.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000410.npz,410,000411_label0,0,0,300,300,6,-80.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000411.npz,411,000412_label0,0,0,300,300,6,-70.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000412.npz,412,000413_label0,0,0,300,300,6,-63.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000413.npz,413,000414_label0,0,0,300,300,6,-99.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000414.npz,414,000415_label0,0,0,300,300,6,-108.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000415.npz,415,000416_label0,0,0,300,300,6,-75.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000416.npz,416,000417_label0,0,0,300,300,6,-110.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000417.npz,417,000418_label0,0,0,300,300,6,-79.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000418.npz,418,000419_label0,0,0,300,300,6,-76.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000419.npz,419,000420_label0,0,0,300,300,6,-104.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000420.npz,420,000421_label0,0,0,300,300,6,-83.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000421.npz,421,000422_label0,0,0,300,300,6,-85.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000422.npz,422,000423_label0,0,0,300,300,6,-67.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000423.npz,423,000424_label0,0,0,300,300,6,-89.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000424.npz,424,000425_label0,0,0,300,300,6,-91.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000425.npz,425,000426_label0,0,0,300,300,6,-85.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000426.npz,426,000427_label0,0,0,300,300,6,-77.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000427.npz,427,000428_label0,0,0,300,300,6,-80.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000428.npz,428,000429_label0,0,0,300,300,6,-101.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000429.npz,429,000430_label0,0,0,300,300,6,-67.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000430.npz,430,000431_label0,0,0,300,300,6,-79.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000431.npz,431,000432_label0,0,0,300,300,6,-77.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000432.npz,432,000433_label0,0,0,300,300,6,-123.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000433.npz,433,000434_label0,0,0,300,300,6,-90.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000434.npz,434,000435_label0,0,0,300,300,6,-95.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000435.npz,435,000436_label0,0,0,300,300,6,-88.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000436.npz,436,000437_label0,0,0,300,300,6,-110.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000437.npz,437,000438_label0,0,0,300,300,6,-77.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000438.npz,438,000439_label0,0,0,300,300,6,-68.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000439.npz,439,000440_label0,0,0,300,300,6,-94.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000440.npz,440,000441_label0,0,0,300,300,6,-95.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000441.npz,441,000442_label0,0,0,300,300,6,-78.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000442.npz,442,000443_label0,0,0,300,300,6,-83.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000443.npz,443,000444_label0,0,0,300,300,6,-98.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000444.npz,444,000445_label0,0,0,300,300,6,-101.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000445.npz,445,000446_label0,0,0,300,300,6,-94.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000446.npz,446,000447_label0,0,0,300,300,6,-95.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000447.npz,447,000448_label0,0,0,300,300,6,-108.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000448.npz,448,000449_label0,0,0,300,300,6,-79.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000449.npz,449,000450_label0,0,0,300,300,6,-77.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000450.npz,450,000451_label0,0,0,300,300,6,-102.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000451.npz,451,000452_label0,0,0,300,300,6,-92.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000452.npz,452,000453_label0,0,0,300,300,6,-83.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000453.npz,453,000454_label0,0,0,300,300,6,-90.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000454.npz,454,000455_label0,0,0,300,300,6,-92.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000455.npz,455,000456_label0,0,0,300,300,6,-85.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000456.npz,456,000457_label0,0,0,300,300,6,-57.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000457.npz,457,000458_label0,0,0,300,300,6,-99.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000458.npz,458,000459_label0,0,0,300,300,6,-89.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000459.npz,459,000460_label0,0,0,300,300,6,-68.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000460.npz,460,000461_label0,0,0,300,300,6,-59.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000461.npz,461,000462_label0,0,0,300,300,6,-105.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000462.npz,462,000463_label0,0,0,300,300,6,-87.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000463.npz,463,000464_label0,0,0,300,300,6,-55.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
